language	ID	basic	np	Dist_D	Dist_N	Dist_A	SatisfiedCorrelations
Maltese_2.8	7799820	SOV	A_ND	2	1	1	4
Maltese_2.8	8098644	SVO	A_ND	2	1	1	6
Maltese_2.8	8646683	OSV	DA_N	2	1	1	8
Manx_2.8	1193031	OSV	A_ND	2	1	1	7
Manx_2.8	2641592	SOV	A_ND	2	1	1	7
Manx_2.8	2949413	SOV	AND_	1	2	3	7
Manx_2.8	3207438	OSV	DA_N	2	1	1	4
Manx_2.8	3706433	SOV	NA_D	1	2	1	7
Manx_2.8	6293411	SOV	A_ND	2	1	1	6
Manx_2.8	7252548	SOV	A_DN	1	2	1	7
Manx_2.8	8664624	OSV	DA_N	2	1	1	4
Manx_2.8	877556	SOV	AND_	1	2	3	6
Manx_2.8	9649376	OSV	ADN_	2	1	3	7
Mbya_Guarani_2.8	137309	SVO	ADN_	2	1	3	2
Mbya_Guarani_2.8	3006524	SOV	AND_	1	2	3	7
Mbya_Guarani_2.8	3086491	SOV	NAD_	1	3	2	5
Mbya_Guarani_2.8	348731	OSV	AD_N	1	1	2	2
Mbya_Guarani_2.8	363752	SVO	A_ND	2	1	1	3
Mbya_Guarani_2.8	4923225	SVO	AND_	1	2	3	3
Mbya_Guarani_2.8	5632292	SOV	A_DN	1	2	1	4
Mbya_Guarani_2.8	5898455	OSV	A_DN	1	2	1	5
Mbya_Guarani_2.8	5901915	SOV	AND_	1	2	3	4
Mbya_Guarani_2.8	9941305	SOV	AND_	1	2	3	5
Naija_2.8	2992432	SVO	DA_N	2	1	1	7
Naija_2.8	4359531	SVO	NAD_	1	3	2	8
Naija_2.8	4655092	SVO	NAD_	1	3	2	6
Naija_2.8	4734972	SVO	DA_N	2	1	1	7
Naija_2.8	4802607	SVO	DA_N	2	1	1	7
Naija_2.8	5075127	SVO	DNA_	3	2	1	8
Naija_2.8	661696	SVO	ADN_	2	1	3	5
Naija_2.8	7360777	SVO	DNA_	3	2	1	8
Naija_2.8	840704	SVO	NAD_	1	3	2	8
Naija_2.8	90801	SVO	DA_N	2	1	1	7
North_Sami_2.8	2355578	SOV	DNA_	3	2	1	7
North_Sami_2.8	2426678	SOV	NA_D	1	2	1	7
North_Sami_2.8	2646111	SVO	A_DN	1	2	1	5
North_Sami_2.8	4602984	SOV	NA_D	1	2	1	6
North_Sami_2.8	5376703	SOV	NA_D	1	2	1	7
North_Sami_2.8	5620819	SOV	NA_D	1	2	1	6
North_Sami_2.8	5816737	SOV	DNA_	3	2	1	7
North_Sami_2.8	7719490	SOV	NA_D	1	2	1	6
North_Sami_2.8	7997443	SOV	NA_D	1	2	1	6
North_Sami_2.8	9181759	SVO	NAD_	1	3	2	1
Norwegian_2.8	1129506	SVO	NAD_	1	3	2	7
Norwegian_2.8	1431668	SOV	NAD_	1	3	2	8
Norwegian_2.8	2732343	SOV	NAD_	1	3	2	8
Norwegian_2.8	3474447	SVO	NAD_	1	3	2	7
Norwegian_2.8	5017897	SOV	NAD_	1	3	2	8
Norwegian_2.8	505864	SOV	NAD_	1	3	2	8
Norwegian_2.8	6014988	SOV	NAD_	1	3	2	8
Norwegian_2.8	8783443	SOV	NAD_	1	3	2	8
Norwegian_2.8	92702	SOV	NAD_	1	3	2	8
Norwegian_2.8	9790583	SOV	NAD_	1	3	2	8
Old_Church_Slavonic_2.8	1853375	SOV	DAN_	3	1	2	8
Old_Church_Slavonic_2.8	1886671	SOV	DAN_	3	1	2	8
Old_Church_Slavonic_2.8	2605941	SOV	DAN_	3	1	2	8
Old_Church_Slavonic_2.8	438207	SOV	DAN_	3	1	2	8
Old_Church_Slavonic_2.8	5195226	SOV	DAN_	3	1	2	8
Old_Church_Slavonic_2.8	7977285	SOV	DAN_	3	1	2	8
Old_Church_Slavonic_2.8	9022084	SOV	NDA_	2	3	1	8
Old_Church_Slavonic_2.8	9272312	SOV	DAN_	3	1	2	8
Old_Church_Slavonic_2.8	9643858	SOV	NDA_	2	3	1	8
Old_Church_Slavonic_2.8	9845842	SOV	NDA_	2	3	1	8
Old_East_Slavic_2.8	2662188	SOV	A_ND	2	1	1	4
Old_East_Slavic_2.8	3175894	SOV	DA_N	2	1	1	7
Old_East_Slavic_2.8	3361331	SOV	DNA_	3	2	1	7
Old_East_Slavic_2.8	4520763	SOV	DA_N	2	1	1	5
Old_East_Slavic_2.8	4860021	SVO	DA_N	2	1	1	5
Old_East_Slavic_2.8	5668400	SVO	NA_D	1	2	1	6
Old_East_Slavic_2.8	6001491	SOV	DA_N	2	1	1	7
Old_East_Slavic_2.8	6300343	SOV	DA_N	2	1	1	7
Old_East_Slavic_2.8	7664407	SOV	DA_N	2	1	1	7
Old_East_Slavic_2.8	918707	SOV	DA_N	2	1	1	7
Old_French_2.8	1177359	OSV	AN_D	1	1	2	8
Old_French_2.8	1548746	SOV	DAN_	3	1	2	4
Old_French_2.8	2126718	SOV	ADN_	2	1	3	7
Old_French_2.8	4217298	SVO	ADN_	2	1	3	8
Old_French_2.8	4658802	SOV	AN_D	1	1	2	7
Old_French_2.8	5072131	SVO	A_ND	2	1	1	7
Old_French_2.8	556672	SOV	ADN_	2	1	3	8
Old_French_2.8	7179710	OSV	AN_D	1	1	2	8
Old_French_2.8	8488862	SOV	DAN_	3	1	2	7
Old_French_2.8	9103575	SVO	DAN_	3	1	2	8
Persian_2.8	233334	SOV	DNA_	3	2	1	8
Persian_2.8	2669082	SOV	DAN_	3	1	2	8
Persian_2.8	4144233	SOV	DAN_	3	1	2	8
Persian_2.8	4385476	SOV	DAN_	3	1	2	8
Persian_2.8	5175506	SOV	DAN_	3	1	2	8
Persian_2.8	5336982	SOV	DAN_	3	1	2	8
Persian_2.8	5401780	SOV	DAN_	3	1	2	8
Persian_2.8	6839182	SOV	DAN_	3	1	2	8
Persian_2.8	761755	SOV	DAN_	3	1	2	8
Persian_2.8	9936292	SOV	DAN_	3	1	2	8
Polish_2.8	1232696	SOV	DAN_	3	1	2	8
Polish_2.8	1914041	SOV	DAN_	3	1	2	8
Polish_2.8	2115309	SOV	DAN_	3	1	2	8
Polish_2.8	3022501	SOV	DAN_	3	1	2	8
Polish_2.8	3726167	SOV	DAN_	3	1	2	8
Polish_2.8	4658081	SOV	DAN_	3	1	2	8
Polish_2.8	469445	SOV	DAN_	3	1	2	8
Polish_2.8	5572729	SOV	DAN_	3	1	2	8
Polish_2.8	7520120	SOV	A_DN	1	2	1	5
Polish_2.8	9725486	SOV	DAN_	3	1	2	8
Portuguese_2.8	1773091	OSV	NA_D	1	2	1	8
Portuguese_2.8	1873518	SOV	A_ND	2	1	1	8
Portuguese_2.8	2653951	SOV	A_ND	2	1	1	8
Portuguese_2.8	3487219	SOV	A_ND	2	1	1	8
Portuguese_2.8	377181	OSV	NA_D	1	2	1	8
Portuguese_2.8	4464481	SOV	A_ND	2	1	1	8
Portuguese_2.8	6915938	OSV	A_ND	2	1	1	8
Portuguese_2.8	7485999	OSV	NA_D	1	2	1	8
Portuguese_2.8	9306216	SOV	NA_D	1	2	1	8
Portuguese_2.8	9644686	OSV	NA_D	1	2	1	8
Romanian_2.8	1338873	SOV	NA_D	1	2	1	8
Romanian_2.8	1518655	SOV	NA_D	1	2	1	8
Romanian_2.8	1986138	SOV	NA_D	1	2	1	8
Romanian_2.8	3097664	SOV	NA_D	1	2	1	8
Romanian_2.8	4533858	SOV	NA_D	1	2	1	8
Romanian_2.8	7014490	SOV	NA_D	1	2	1	8
Romanian_2.8	8443584	SOV	NA_D	1	2	1	8
Romanian_2.8	8963655	SOV	NA_D	1	2	1	8
Romanian_2.8	9234220	SOV	NA_D	1	2	1	8
Romanian_2.8	9505614	SOV	NA_D	1	2	1	8
Russian_2.8	1604759	SVO	DNA_	3	2	1	8
Russian_2.8	2435902	SVO	NDA_	2	3	1	8
Russian_2.8	3919712	SVO	DNA_	3	2	1	8
Russian_2.8	6127265	SVO	DNA_	3	2	1	8
Russian_2.8	6748796	SVO	DNA_	3	2	1	8
Russian_2.8	6884709	SVO	DNA_	3	2	1	8
Russian_2.8	7028191	SVO	DNA_	3	2	1	8
Russian_2.8	7334969	SVO	DNA_	3	2	1	8
Russian_2.8	9252668	SVO	DNA_	3	2	1	7
Russian_2.8	9377472	SVO	DNA_	3	2	1	8
Sanskrit_2.8	3260702	SVO	AN_D	1	1	2	5
Sanskrit_2.8	38901	SVO	NAD_	1	3	2	7
Sanskrit_2.8	4200743	SOV	AD_N	1	1	2	3
Sanskrit_2.8	4496948	SVO	AD_N	1	1	2	7
Sanskrit_2.8	5314591	SVO	A_DN	1	2	1	7
Sanskrit_2.8	689248	OSV	A_DN	1	2	1	5
Sanskrit_2.8	7465510	OSV	A_DN	1	2	1	3
Sanskrit_2.8	8051401	SOV	AD_N	1	1	2	2
Sanskrit_2.8	8332400	SOV	A_DN	1	2	1	3
Sanskrit_2.8	9099462	SVO	NAD_	1	3	2	7
Scottish_Gaelic_2.8	1041535	OSV	A_ND	2	1	1	6
Scottish_Gaelic_2.8	1601123	OSV	A_ND	2	1	1	7
Scottish_Gaelic_2.8	2902743	OSV	A_ND	2	1	1	7
Scottish_Gaelic_2.8	3826713	OSV	A_ND	2	1	1	7
Scottish_Gaelic_2.8	4023414	OSV	NA_D	1	2	1	7
Scottish_Gaelic_2.8	5357776	OSV	A_ND	2	1	1	7
Scottish_Gaelic_2.8	6176693	OSV	NA_D	1	2	1	7
Scottish_Gaelic_2.8	648697	OSV	A_ND	2	1	1	7
Scottish_Gaelic_2.8	6487840	OSV	NA_D	1	2	1	7
Scottish_Gaelic_2.8	864827	OSV	A_ND	2	1	1	7
Serbian_2.8	1365167	SOV	NAD_	1	3	2	8
Serbian_2.8	1696587	SOV	AD_N	1	1	2	8
Serbian_2.8	2003125	SOV	A_ND	2	1	1	8
Serbian_2.8	2016071	OSV	AD_N	1	1	2	8
Serbian_2.8	2963560	SOV	A_ND	2	1	1	6
Serbian_2.8	3120103	SOV	AD_N	1	1	2	8
Serbian_2.8	3825508	SVO	A_ND	2	1	1	6
Serbian_2.8	6100972	SOV	DNA_	3	2	1	8
Serbian_2.8	6730099	OSV	DA_N	2	1	1	8
Serbian_2.8	9389652	OSV	AD_N	1	1	2	7
Slovak_2.8	1063384	SVO	AN_D	1	1	2	4
Slovak_2.8	4871756	SOV	AND_	1	2	3	5
Slovak_2.8	5178016	SVO	AN_D	1	1	2	3
Slovak_2.8	5914919	SVO	DAN_	3	1	2	0
Slovak_2.8	6223758	SOV	AND_	1	2	3	8
Slovak_2.8	6697586	SVO	NA_D	1	2	1	4
Slovak_2.8	6892370	SVO	AND_	1	2	3	7
Slovak_2.8	7100640	SVO	AND_	1	2	3	7
Slovak_2.8	7646452	SVO	AND_	1	2	3	7
Slovak_2.8	7855598	SVO	AN_D	1	1	2	4
Slovenian_2.8	166356	SOV	A_ND	2	1	1	8
Slovenian_2.8	1665206	SOV	NDA_	2	3	1	8
Slovenian_2.8	3085160	OSV	DA_N	2	1	1	8
Slovenian_2.8	3339756	SOV	A_DN	1	2	1	5
Slovenian_2.8	4697304	SOV	DAN_	3	1	2	8
Slovenian_2.8	5393883	OSV	DA_N	2	1	1	8
Slovenian_2.8	6658670	SOV	NDA_	2	3	1	8
Slovenian_2.8	7372557	SVO	AN_D	1	1	2	3
Slovenian_2.8	7404425	SOV	A_ND	2	1	1	8
Slovenian_2.8	913616	OSV	A_ND	2	1	1	4
Spanish_2.8	1878062	SOV	NA_D	1	2	1	8
Spanish_2.8	2300860	SOV	NA_D	1	2	1	8
Spanish_2.8	3132343	SOV	NA_D	1	2	1	8
Spanish_2.8	3840350	SOV	NA_D	1	2	1	8
Spanish_2.8	398550	SOV	NA_D	1	2	1	8
Spanish_2.8	4606538	SOV	NA_D	1	2	1	8
Spanish_2.8	5797937	SOV	A_ND	2	1	1	5
Spanish_2.8	7044954	SOV	A_ND	2	1	1	8
Spanish_2.8	7142130	SOV	NA_D	1	2	1	8
Spanish_2.8	9992884	SOV	NA_D	1	2	1	8
Swedish_2.8	1096413	SVO	AND_	1	2	3	8
Swedish_2.8	1719793	SVO	NDA_	2	3	1	8
Swedish_2.8	1949305	SOV	DA_N	2	1	1	8
Swedish_2.8	3912559	SVO	AND_	1	2	3	8
Swedish_2.8	5866294	SOV	AD_N	1	1	2	8
Swedish_2.8	7335094	SVO	NDA_	2	3	1	8
Swedish_2.8	8957296	SVO	AND_	1	2	3	8
Swedish_2.8	9367884	SVO	AND_	1	2	3	8
Swedish_2.8	9441409	SVO	AND_	1	2	3	8
Swedish_2.8	9719180	SVO	AND_	1	2	3	8
Thai_2.8	1558412	OSV	A_ND	2	1	1	8
Thai_2.8	3840839	OSV	NDA_	2	3	1	5
Thai_2.8	3923741	OSV	DAN_	3	1	2	6
Thai_2.8	4040832	SOV	DNA_	3	2	1	6
Thai_2.8	4971530	SOV	DNA_	3	2	1	5
Thai_2.8	6337548	OSV	DNA_	3	2	1	6
Thai_2.8	6677754	SOV	DAN_	3	1	2	7
Thai_2.8	7166655	SOV	DAN_	3	1	2	7
Thai_2.8	8242362	OSV	DNA_	3	2	1	6
Thai_2.8	8971158	OSV	NDA_	2	3	1	5
Thai_2.8	9614485	SOV	A_ND	2	1	1	8
Turkish_2.8	1647224	SOV	ADN_	2	1	3	8
Turkish_2.8	2025401	SOV	ADN_	2	1	3	8
Turkish_2.8	2721270	SOV	ADN_	2	1	3	8
Turkish_2.8	5175963	SOV	ADN_	2	1	3	8
Turkish_2.8	6472486	SOV	ADN_	2	1	3	8
Turkish_2.8	6599132	SOV	ADN_	2	1	3	8
Turkish_2.8	8070622	SOV	ADN_	2	1	3	8
Turkish_2.8	889128	SOV	ADN_	2	1	3	8
Turkish_2.8	9340231	SOV	AND_	1	2	3	8
Turkish_2.8	9971546	SOV	ADN_	2	1	3	8
Ukrainian_2.8	3096016	SOV	A_DN	1	2	1	7
Ukrainian_2.8	3594674	SVO	DA_N	2	1	1	4
Ukrainian_2.8	4390813	SOV	NDA_	2	3	1	5
Ukrainian_2.8	5651333	SVO	NDA_	2	3	1	6
Ukrainian_2.8	5870163	SVO	NDA_	2	3	1	4
Ukrainian_2.8	5878016	SVO	NA_D	1	2	1	4
Ukrainian_2.8	6800460	SOV	A_ND	2	1	1	5
Ukrainian_2.8	688377	SVO	NDA_	2	3	1	7
Ukrainian_2.8	9036263	SVO	NDA_	2	3	1	4
Ukrainian_2.8	9703865	SVO	DA_N	2	1	1	4
Upper_Sorbian_2.8	2392590	OSV	DNA_	3	2	1	5
Upper_Sorbian_2.8	3035197	SOV	NDA_	2	3	1	8
Upper_Sorbian_2.8	4785296	OSV	NAD_	1	3	2	7
Upper_Sorbian_2.8	4950295	OSV	DA_N	2	1	1	6
Upper_Sorbian_2.8	5813653	SVO	DA_N	2	1	1	4
Upper_Sorbian_2.8	5884865	OSV	NAD_	1	3	2	8
Upper_Sorbian_2.8	618563	OSV	A_DN	1	2	1	6
Upper_Sorbian_2.8	6900015	SOV	NDA_	2	3	1	7
Upper_Sorbian_2.8	7063861	SVO	NDA_	2	3	1	3
Upper_Sorbian_2.8	7135471	OSV	NDA_	2	3	1	7
Urdu_2.8	1041383	SOV	NDA_	2	3	1	8
Urdu_2.8	1168697	SOV	NDA_	2	3	1	8
Urdu_2.8	1306613	OSV	DA_N	2	1	1	5
Urdu_2.8	3530761	SOV	NDA_	2	3	1	8
Urdu_2.8	4829631	SOV	NDA_	2	3	1	8
Urdu_2.8	4906274	SOV	NDA_	2	3	1	8
Urdu_2.8	5735489	SOV	NDA_	2	3	1	8
Urdu_2.8	6108664	SOV	NDA_	2	3	1	8
Urdu_2.8	9031806	SOV	NDA_	2	3	1	8
Urdu_2.8	9358967	SOV	NDA_	2	3	1	8
Uyghur_2.8	1287154	SOV	NAD_	1	3	2	6
Uyghur_2.8	2338103	SOV	DAN_	3	1	2	7
Uyghur_2.8	2818148	SOV	AND_	1	2	3	6
Uyghur_2.8	3761377	SOV	DA_N	2	1	1	6
Uyghur_2.8	3964400	SOV	DAN_	3	1	2	8
Uyghur_2.8	4292432	SOV	DA_N	2	1	1	5
Uyghur_2.8	520326	SOV	DAN_	3	1	2	6
Uyghur_2.8	6791662	SOV	DA_N	2	1	1	5
Uyghur_2.8	7258997	SOV	DNA_	3	2	1	6
Uyghur_2.8	9643682	SOV	DAN_	3	1	2	8
Vietnamese_2.8	1193677	SOV	NA_D	1	2	1	7
Vietnamese_2.8	216313	OSV	NA_D	1	2	1	4
Vietnamese_2.8	363122	OSV	NA_D	1	2	1	4
Vietnamese_2.8	4324590	SOV	NAD_	1	3	2	4
Vietnamese_2.8	4753593	OSV	NA_D	1	2	1	3
Vietnamese_2.8	8744220	OSV	DNA_	3	2	1	5
Vietnamese_2.8	9143486	SOV	NAD_	1	3	2	7
Vietnamese_2.8	9487784	SOV	NDA_	2	3	1	7
Vietnamese_2.8	9686938	SVO	NA_D	1	2	1	6
Vietnamese_2.8	9801633	SOV	NA_D	1	2	1	5
Welsh_2.8	1220032	OSV	A_ND	2	1	1	8
Welsh_2.8	3205677	SOV	A_ND	2	1	1	6
Welsh_2.8	4260443	OSV	NA_D	1	2	1	6
Welsh_2.8	7251599	SOV	A_ND	2	1	1	8
Welsh_2.8	7281189	SOV	A_ND	2	1	1	8
Welsh_2.8	7583804	OSV	A_ND	2	1	1	8
Welsh_2.8	7703438	OSV	NA_D	1	2	1	6
Welsh_2.8	8177982	SOV	NA_D	1	2	1	8
Welsh_2.8	9125484	SOV	A_ND	2	1	1	8
Welsh_2.8	9148390	OSV	A_ND	2	1	1	8
Western_Armenian_2.8	2840748	SVO	NA_D	1	2	1	2
Western_Armenian_2.8	5081589	OSV	AN_D	1	1	2	8
Western_Armenian_2.8	5965617	SOV	AD_N	1	1	2	7
Western_Armenian_2.8	601809	OSV	A_DN	1	2	1	8
Western_Armenian_2.8	6524664	OSV	A_DN	1	2	1	7
Western_Armenian_2.8	6867981	SOV	NA_D	1	2	1	6
Western_Armenian_2.8	8136518	SVO	NA_D	1	2	1	2
Western_Armenian_2.8	8234866	SVO	NA_D	1	2	1	1
Western_Armenian_2.8	8861898	SOV	AN_D	1	1	2	7
Western_Armenian_2.8	9079800	SOV	NA_D	1	2	1	7
Wolof_2.8	2085825	SVO	NAD_	1	3	2	8
Wolof_2.8	2143686	SVO	AND_	1	2	3	8
Wolof_2.8	2411542	SVO	A_DN	1	2	1	7
Wolof_2.8	3965737	SVO	AND_	1	2	3	8
Wolof_2.8	4988235	SVO	AND_	1	2	3	7
Wolof_2.8	6084192	SVO	AND_	1	2	3	8
Wolof_2.8	6867553	SVO	NDA_	2	3	1	8
Wolof_2.8	7104991	SVO	AND_	1	2	3	8
Wolof_2.8	755694	SVO	A_DN	1	2	1	7
Wolof_2.8	9898018	SOV	A_DN	1	2	1	1
