language	ID	basic	np	Dist_D	Dist_N	Dist_A	Surprisal2	DepLen	SatisfiedCorrelations
Korean_2.8	9592235	SOV	DAN_	3	1	2	9.628	2.559	7
Korean_2.8	9598359	SOV	DAN_	3	1	2	9.703	2.512	7
Korean_2.8	9768717	SOV	DAN_	3	1	2	9.712	2.482	7
Kurmanji_2.8	3355188	SVO	A_DN	1	2	1	6.455	2.009	8
Kurmanji_2.8	3747387	SVO	A_ND	2	1	1	6.387	2.615	5
Kurmanji_2.8	4320281	SVO	DAN_	3	1	2	6.449	1.947	8
Kurmanji_2.8	7612011	SVO	NDA_	2	3	1	6.481	2.003	7
Kurmanji_2.8	7942512	SVO	A_DN	1	2	1	6.458	1.96	8
Latin_2.8	1580290	SOV	NAD_	1	3	2	7.521	2.278	8
Latin_2.8	2275493	SOV	NAD_	1	3	2	7.502	2.236	8
Latin_2.8	2569514	SOV	NAD_	1	3	2	7.502	2.236	8
Latin_2.8	2934271	SOV	NAD_	1	3	2	7.503	2.234	8
Latin_2.8	3349930	SOV	NAD_	1	3	2	7.502	2.243	8
Latin_2.8	3741505	SOV	NAD_	1	3	2	7.521	2.278	8
Latin_2.8	4083548	SOV	NAD_	1	3	2	7.502	2.239	8
Latin_2.8	4453703	SOV	NAD_	1	3	2	7.502	2.235	8
Latin_2.8	4899910	SOV	NAD_	1	3	2	7.557	2.361	8
Latin_2.8	8490786	SOV	NAD_	1	3	2	7.521	2.278	8
Latvian_2.8	1301656	OSV	ADN_	2	1	3	8.524	2.244	8
Latvian_2.8	1819003	SVO	DAN_	3	1	2	8.507	2.347	8
Latvian_2.8	1899449	SVO	ADN_	2	1	3	8.519	2.543	8
Latvian_2.8	372691	SVO	DAN_	3	1	2	8.503	2.427	8
Latvian_2.8	4512379	OSV	DAN_	3	1	2	8.517	2.336	8
Latvian_2.8	6518474	OSV	DAN_	3	1	2	8.525	2.25	8
Latvian_2.8	691427	SVO	ADN_	2	1	3	8.505	2.334	8
Latvian_2.8	8500026	SVO	ADN_	2	1	3	8.507	2.341	8
Latvian_2.8	8664456	SVO	DAN_	3	1	2	8.497	2.407	8
Latvian_2.8	8671255	OSV	ADN_	2	1	3	8.524	2.237	8
Lithuanian_2.8	1247585	SVO	DA_N	2	1	1	8.135	2.502	8
Lithuanian_2.8	1411612	SVO	DA_N	2	1	1	8.113	2.501	8
Lithuanian_2.8	2109785	SVO	DA_N	2	1	1	8.115	2.782	8
Lithuanian_2.8	4007110	SVO	DNA_	3	2	1	8.184	2.546	8
Lithuanian_2.8	5462720	SVO	DA_N	2	1	1	8.206	3.527	8
Lithuanian_2.8	5571878	SVO	NA_D	1	2	1	8.164	3.148	2
Lithuanian_2.8	5774022	SVO	DA_N	2	1	1	8.179	2.598	8
Lithuanian_2.8	6341625	SVO	DA_N	2	1	1	8.113	2.501	8
Lithuanian_2.8	718563	SVO	DA_N	2	1	1	8.113	2.503	8
Lithuanian_2.8	9866556	SVO	DA_N	2	1	1	8.129	2.499	8
Maltese_2.8	1898199	OSV	DA_N	2	1	1	6.644	2.248	8
Maltese_2.8	4745027	OSV	A_DN	1	2	1	6.673	2.568	8
Maltese_2.8	5434516	OSV	DA_N	2	1	1	6.695	2.524	8
Maltese_2.8	5584343	OSV	DA_N	2	1	1	6.671	2.227	8
Maltese_2.8	5659572	OSV	DA_N	2	1	1	6.657	2.208	8
Maltese_2.8	5666724	OSV	DA_N	2	1	1	6.645	2.248	8
Maltese_2.8	5996064	OSV	DA_N	2	1	1	6.636	2.262	8
Maltese_2.8	764141	OSV	A_ND	2	1	1	6.669	2.261	8
Maltese_2.8	8118681	OSV	DA_N	2	1	1	6.635	2.262	8
Maltese_2.8	9476700	OSV	DA_N	2	1	1	6.668	2.361	8
Manx_2.8	2079771	OSV	NAD_	1	3	2	4.888	1.815	7
Manx_2.8	2775365	SVO	A_ND	2	1	1	4.924	2.025	4
Manx_2.8	3331779	SVO	A_ND	2	1	1	4.898	1.698	7
Manx_2.8	4044643	SVO	A_DN	1	2	1	4.875	1.697	7
Manx_2.8	4633084	SVO	AN_D	1	1	2	4.89	1.668	7
Manx_2.8	5010174	SVO	A_DN	1	2	1	4.883	1.737	7
Manx_2.8	5419557	SVO	AN_D	1	1	2	4.903	1.712	7
Manx_2.8	6336590	SVO	A_DN	1	2	1	4.865	1.718	7
Manx_2.8	7113346	SVO	A_DN	1	2	1	4.863	1.717	7
Manx_2.8	8680724	OSV	NAD_	1	3	2	4.859	1.847	7
Mbya_Guarani_2.8	17394	SVO	DA_N	2	1	1	1.135	2.004	4
Mbya_Guarani_2.8	1921095	SVO	A_ND	2	1	1	1.135	1.95	6
Mbya_Guarani_2.8	2679920	SVO	AN_D	1	1	2	1.121	2.033	1
Mbya_Guarani_2.8	6141150	SOV	NDA_	2	3	1	1.137	1.964	4
Mbya_Guarani_2.8	6909471	SOV	DAN_	3	1	2	1.129	2.013	2
Mbya_Guarani_2.8	759060	SVO	A_DN	1	2	1	1.131	1.997	7
Mbya_Guarani_2.8	8293258	SVO	A_DN	1	2	1	1.144	1.941	6
Mbya_Guarani_2.8	8579812	OSV	NA_D	1	2	1	1.141	1.933	1
Mbya_Guarani_2.8	877538	SOV	AN_D	1	1	2	1.14	1.937	1
Mbya_Guarani_2.8	9809954	SVO	NA_D	1	2	1	1.121	2.033	1
Naija_2.8	2530389	OSV	DNA_	3	2	1	4.46	2.51	8
Naija_2.8	2723864	SVO	DA_N	2	1	1	4.403	2.874	8
Naija_2.8	3276539	SVO	DA_N	2	1	1	4.373	2.757	8
Naija_2.8	330620	SVO	DA_N	2	1	1	4.403	2.691	8
Naija_2.8	4529157	SVO	DA_N	2	1	1	4.374	2.767	8
Naija_2.8	4809763	SVO	DA_N	2	1	1	4.38	2.719	8
Naija_2.8	6186455	SVO	DA_N	2	1	1	4.378	2.73	8
Naija_2.8	7199314	SVO	DA_N	2	1	1	4.411	2.7	8
Naija_2.8	7498628	SVO	DA_N	2	1	1	4.403	2.691	8
Naija_2.8	8260669	SVO	DA_N	2	1	1	4.373	2.755	8
North_Sami_2.8	1709358	SVO	NA_D	1	2	1	7.328	2.094	7
North_Sami_2.8	4300898	SVO	NDA_	2	3	1	7.322	2.265	3
North_Sami_2.8	4498450	SOV	NA_D	1	2	1	7.379	2.215	4
North_Sami_2.8	686040	SOV	AD_N	1	1	2	7.338	2.048	7
North_Sami_2.8	7414781	SVO	NA_D	1	2	1	7.317	2.001	8
North_Sami_2.8	819414	SVO	NA_D	1	2	1	7.337	1.986	8
North_Sami_2.8	8400784	SOV	AD_N	1	1	2	7.338	2.048	7
North_Sami_2.8	9026507	SVO	NA_D	1	2	1	7.325	1.998	8
North_Sami_2.8	9099758	SVO	DA_N	2	1	1	7.374	2.022	2
North_Sami_2.8	973227	SOV	NA_D	1	2	1	7.358	2.108	2
Norwegian_2.8	308765	SVO	NAD_	1	3	2	6.812	2.182	8
Norwegian_2.8	455299	SVO	AD_N	1	1	2	6.855	2.612	8
Norwegian_2.8	5685017	SVO	NAD_	1	3	2	6.812	2.182	8
Norwegian_2.8	670725	SVO	NAD_	1	3	2	6.866	2.197	8
Norwegian_2.8	9056272	SVO	NAD_	1	3	2	6.81	2.122	8
Norwegian_2.8	9181539	SVO	NAD_	1	3	2	6.817	2.173	8
Old_Church_Slavonic_2.8	1945031	SVO	NDA_	2	3	1	6.187	2.298	8
Old_Church_Slavonic_2.8	1997261	SVO	NDA_	2	3	1	6.176	2.098	8
Old_Church_Slavonic_2.8	2799111	SVO	NDA_	2	3	1	6.145	2.07	8
Old_Church_Slavonic_2.8	4548120	SOV	NDA_	2	3	1	6.141	2.102	8
Old_Church_Slavonic_2.8	4741025	SVO	NDA_	2	3	1	6.156	2.058	8
Old_Church_Slavonic_2.8	6388663	SVO	NDA_	2	3	1	6.166	2.066	8
Old_Church_Slavonic_2.8	6450345	SOV	NDA_	2	3	1	6.147	2.138	8
Old_Church_Slavonic_2.8	7624777	SVO	NDA_	2	3	1	6.145	2.07	8
Old_Church_Slavonic_2.8	8306936	SVO	NDA_	2	3	1	6.151	2.042	8
Old_Church_Slavonic_2.8	9451111	SVO	NDA_	2	3	1	6.145	2.07	8
Old_East_Slavic_2.8	1387198	SOV	DA_N	2	1	1	7.506	2.735	3
Old_East_Slavic_2.8	1509040	SVO	DAN_	3	1	2	7.535	2.697	8
Old_East_Slavic_2.8	226730	SVO	DA_N	2	1	1	7.525	2.354	8
Old_East_Slavic_2.8	3297127	SOV	DA_N	2	1	1	7.525	2.568	6
Old_East_Slavic_2.8	5105379	SVO	DNA_	3	2	1	7.526	2.265	8
Old_East_Slavic_2.8	706611	SVO	DAN_	3	1	2	7.523	2.368	8
Old_East_Slavic_2.8	7916797	SVO	DA_N	2	1	1	7.548	2.73	2
Old_East_Slavic_2.8	8043747	SVO	DAN_	3	1	2	7.518	2.274	8
Old_East_Slavic_2.8	8549241	SOV	DA_N	2	1	1	7.488	2.692	3
Old_East_Slavic_2.8	9331897	SOV	DNA_	3	2	1	7.527	2.535	6
Old_French_2.8	1529043	SVO	DAN_	3	1	2	6.145	2.058	8
Old_French_2.8	2036815	OSV	DAN_	3	1	2	6.159	1.983	8
Old_French_2.8	30603	SVO	DAN_	3	1	2	6.147	2.058	8
Old_French_2.8	4532518	SVO	DAN_	3	1	2	6.158	2.51	8
Old_French_2.8	7339416	SVO	DA_N	2	1	1	6.147	2.149	8
Old_French_2.8	7438593	SVO	DAN_	3	1	2	6.138	2.06	8
Old_French_2.8	7443139	SVO	DA_N	2	1	1	6.146	2.021	8
Old_French_2.8	898040	SVO	A_ND	2	1	1	6.14	2.126	8
Old_French_2.8	9798023	SVO	DAN_	3	1	2	6.146	2.041	8
Old_French_2.8	9896088	OSV	DAN_	3	1	2	6.157	2.002	8
Persian_2.8	1776685	SOV	DAN_	3	1	2	6.746	2.293	8
Persian_2.8	1972179	SOV	DAN_	3	1	2	6.744	2.256	8
Persian_2.8	2023140	SOV	DAN_	3	1	2	6.747	2.304	8
Persian_2.8	2395945	SOV	DAN_	3	1	2	6.765	2.287	8
Persian_2.8	6211622	SOV	DAN_	3	1	2	6.76	2.54	8
Persian_2.8	6414365	SOV	DAN_	3	1	2	6.744	2.256	8
Persian_2.8	7115043	SOV	DAN_	3	1	2	6.736	2.708	8
Persian_2.8	7906847	SOV	DNA_	3	2	1	6.75	2.533	8
Persian_2.8	8162822	SVO	DNA_	3	2	1	6.834	2.49	5
Persian_2.8	9247986	SOV	DAN_	3	1	2	6.813	2.521	8
Polish_2.8	1669519	SVO	DAN_	3	1	2	7.934	2.131	8
Polish_2.8	3429077	SVO	DAN_	3	1	2	7.933	2.142	8
Polish_2.8	3689494	SVO	DAN_	3	1	2	7.955	2.163	8
Polish_2.8	4187894	SVO	DAN_	3	1	2	7.939	2.148	8
Polish_2.8	456478	SVO	DAN_	3	1	2	7.943	2.15	8
Polish_2.8	4572743	SVO	DAN_	3	1	2	7.941	2.088	8
Polish_2.8	693817	SOV	DAN_	3	1	2	7.954	2.052	8
Polish_2.8	7759366	SVO	DAN_	3	1	2	7.977	1.963	8
Polish_2.8	9957306	SVO	DAN_	3	1	2	7.934	2.131	8
Portuguese_2.8	2742635	SVO	A_ND	2	1	1	6.374	2.381	8
Portuguese_2.8	2842988	OSV	A_ND	2	1	1	6.341	2.419	8
Portuguese_2.8	3082796	SVO	A_ND	2	1	1	6.373	2.379	8
Portuguese_2.8	5671527	OSV	A_DN	1	2	1	6.374	2.448	8
Portuguese_2.8	6457502	SVO	A_ND	2	1	1	6.391	2.423	8
Portuguese_2.8	6575500	SVO	A_ND	2	1	1	6.373	2.38	8
Portuguese_2.8	6765122	OSV	A_DN	1	2	1	6.372	2.528	8
Portuguese_2.8	9284309	OSV	A_ND	2	1	1	6.359	2.649	8
Portuguese_2.8	930614	OSV	A_ND	2	1	1	6.387	2.68	8
Portuguese_2.8	9780239	OSV	A_ND	2	1	1	6.389	2.666	8
Romanian_2.8	1559438	SVO	NA_D	1	2	1	6.996	2.429	8
Romanian_2.8	2041700	SVO	NA_D	1	2	1	7.01	2.716	8
Romanian_2.8	2243378	SVO	NA_D	1	2	1	6.992	2.436	8
Romanian_2.8	2358512	SOV	NA_D	1	2	1	6.982	2.429	8
Romanian_2.8	2645594	SVO	NA_D	1	2	1	6.997	2.41	8
Romanian_2.8	3052185	SVO	NA_D	1	2	1	6.978	2.335	8
Romanian_2.8	4418495	SVO	NA_D	1	2	1	6.993	2.435	8
Romanian_2.8	5591744	SVO	NA_D	1	2	1	6.993	2.435	8
Romanian_2.8	6819125	SVO	NA_D	1	2	1	7.003	2.434	8
Romanian_2.8	8218705	SVO	NA_D	1	2	1	7.04	2.994	8
Russian_2.8	1484138	SVO	DNA_	3	2	1	8.398	2.608	8
Russian_2.8	1761329	SVO	DNA_	3	2	1	8.394	2.32	8
Russian_2.8	2101111	SVO	DNA_	3	2	1	8.373	2.404	8
Russian_2.8	3924785	SVO	DNA_	3	2	1	8.396	2.707	7
Russian_2.8	4760745	SVO	DNA_	3	2	1	8.394	2.321	8
Russian_2.8	5192569	SVO	DNA_	3	2	1	8.372	2.406	8
Russian_2.8	7255741	SVO	DNA_	3	2	1	8.411	2.522	8
Russian_2.8	7487550	SVO	DNA_	3	2	1	8.394	2.335	8
Russian_2.8	8041409	SVO	DNA_	3	2	1	8.376	2.392	8
Russian_2.8	90703	SVO	DNA_	3	2	1	8.398	2.335	8
Russian_2.8	9433329	SVO	DNA_	3	2	1	8.379	2.694	8
Sanskrit_2.8	1113339	SVO	A_DN	1	2	1	7.142	2.137	3
Sanskrit_2.8	1206124	SOV	AD_N	1	1	2	7.112	2.183	2
Sanskrit_2.8	203188	SOV	A_DN	1	2	1	7.114	2.301	3
Sanskrit_2.8	3343579	SVO	NA_D	1	2	1	7.121	2.181	4
Sanskrit_2.8	4245970	OSV	A_DN	1	2	1	7.12	2.129	2
Sanskrit_2.8	4380058	SVO	A_DN	1	2	1	7.146	2.071	3
Sanskrit_2.8	5404152	SVO	A_DN	1	2	1	7.121	2.006	8
Sanskrit_2.8	6908280	OSV	A_DN	1	2	1	7.118	2.127	2
Sanskrit_2.8	889396	SVO	A_DN	1	2	1	7.107	2.08	7
Sanskrit_2.8	9776041	SVO	AN_D	1	1	2	7.113	2.253	1
Scottish_Gaelic_2.8	1603761	OSV	A_ND	2	1	1	5.516	2.3	7
Scottish_Gaelic_2.8	2244870	OSV	NA_D	1	2	1	5.571	2.581	7
Scottish_Gaelic_2.8	2668193	OSV	NA_D	1	2	1	5.513	2.334	7
Scottish_Gaelic_2.8	2924786	OSV	A_ND	2	1	1	5.531	2.382	7
Scottish_Gaelic_2.8	333478	OSV	NA_D	1	2	1	5.507	2.4	7
Scottish_Gaelic_2.8	431861	OSV	A_ND	2	1	1	5.519	2.74	7
Scottish_Gaelic_2.8	4323732	OSV	NA_D	1	2	1	5.551	2.731	7
Scottish_Gaelic_2.8	6726459	OSV	NA_D	1	2	1	5.506	2.395	7
Scottish_Gaelic_2.8	7966886	OSV	NA_D	1	2	1	5.514	2.364	7
Scottish_Gaelic_2.8	8002170	OSV	A_ND	2	1	1	5.515	2.341	7
Serbian_2.8	1187634	OSV	A_ND	2	1	1	7.341	2.615	6
Serbian_2.8	1300403	SOV	A_ND	2	1	1	7.353	2.805	5
Serbian_2.8	2217652	OSV	DA_N	2	1	1	7.309	2.615	8
Serbian_2.8	535255	OSV	DA_N	2	1	1	7.306	2.29	8
Serbian_2.8	7880368	OSV	DNA_	3	2	1	7.344	2.289	8
Serbian_2.8	8983703	OSV	DNA_	3	2	1	7.343	2.672	8
Serbian_2.8	900639	OSV	A_ND	2	1	1	7.341	2.615	6
Serbian_2.8	9226455	OSV	DA_N	2	1	1	7.338	2.256	8
Serbian_2.8	9244835	OSV	DA_N	2	1	1	7.348	2.263	8
Slovak_2.8	2127384	SVO	DAN_	3	1	2	7.888	1.842	8
Slovak_2.8	2895816	OSV	DNA_	3	2	1	7.854	1.929	8
Slovak_2.8	3877880	OSV	DNA_	3	2	1	7.854	1.913	8
Slovak_2.8	4363205	SVO	DAN_	3	1	2	7.854	1.945	8
Slovak_2.8	4725288	SVO	DAN_	3	1	2	7.853	1.947	8
Slovak_2.8	5074287	SVO	DNA_	3	2	1	7.886	1.824	8
Slovak_2.8	554366	OSV	DAN_	3	1	2	7.897	1.802	7
Slovak_2.8	7466782	SVO	DAN_	3	1	2	7.868	2.022	8
Slovak_2.8	9036373	OSV	DNA_	3	2	1	7.893	1.823	7
Slovak_2.8	9685368	OSV	DAN_	3	1	2	7.861	1.866	8
Slovenian_2.8	159200	OSV	NDA_	2	3	1	7.756	2.201	8
Slovenian_2.8	1650646	OSV	DAN_	3	1	2	7.758	2.207	8
Slovenian_2.8	2146795	OSV	DAN_	3	1	2	7.758	2.205	8
Slovenian_2.8	22486	OSV	NDA_	2	3	1	7.757	2.201	8
Slovenian_2.8	2371097	OSV	DAN_	3	1	2	7.761	2.184	8
Slovenian_2.8	6240186	OSV	DAN_	3	1	2	7.764	2.163	8
Slovenian_2.8	9154961	OSV	NDA_	2	3	1	7.75	2.178	8
Slovenian_2.8	9521145	OSV	A_DN	1	2	1	7.805	2.338	1
Slovenian_2.8	9793218	OSV	NDA_	2	3	1	7.744	2.248	8
Slovenian_2.8	9813932	OSV	NDA_	2	3	1	7.756	2.201	8
Spanish_2.8	163648	SVO	NA_D	1	2	1	6.422	2.497	8
Spanish_2.8	4327375	OSV	AN_D	1	1	2	6.658	4.196	8
Spanish_2.8	6645632	SVO	NA_D	1	2	1	6.416	2.49	8
Spanish_2.8	669589	SVO	NA_D	1	2	1	6.406	2.524	8
Spanish_2.8	8106755	SVO	NA_D	1	2	1	6.449	3.145	8
Spanish_2.8	8696596	OSV	NA_D	1	2	1	6.377	2.455	8
Spanish_2.8	9162196	SVO	NA_D	1	2	1	6.416	2.49	8
Swedish_2.8	1377147	SVO	AND_	1	2	3	7.053	2.344	8
Swedish_2.8	2454319	SVO	NDA_	2	3	1	7.036	2.392	8
Swedish_2.8	2849645	SVO	AND_	1	2	3	7.067	2.156	8
Swedish_2.8	3712966	SVO	NDA_	2	3	1	7.036	2.397	8
Swedish_2.8	4118889	SVO	AND_	1	2	3	7.067	2.154	8
Swedish_2.8	5530133	SVO	NDA_	2	3	1	7.037	2.376	8
Swedish_2.8	6342510	SVO	AND_	1	2	3	7.114	2.501	8
Swedish_2.8	7443587	SVO	NDA_	2	3	1	7.037	2.376	8
Swedish_2.8	8612303	SVO	NDA_	2	3	1	7.037	2.377	8
Swedish_2.8	9223635	SVO	AND_	1	2	3	7.052	2.26	8
Thai_2.8	2060772	SOV	DNA_	3	2	1	6.477	2.545	8
Thai_2.8	2362024	SVO	DAN_	3	1	2	6.537	2.486	8
Thai_2.8	3746039	SVO	DAN_	3	1	2	6.539	2.418	8
Thai_2.8	4252923	SOV	A_ND	2	1	1	6.48	2.423	8
Thai_2.8	4803961	SOV	DAN_	3	1	2	6.496	2.636	8
Thai_2.8	5751948	SOV	A_ND	2	1	1	6.471	2.564	8
Thai_2.8	5885557	SVO	DNA_	3	2	1	6.518	2.404	8
Thai_2.8	7587012	SOV	A_ND	2	1	1	6.47	2.571	8
Thai_2.8	7799512	SOV	DAN_	3	1	2	6.479	2.451	8
Thai_2.8	9848378	SOV	DAN_	3	1	2	6.508	2.621	7
Turkish_2.8	1393908	SOV	AND_	1	2	3	8.269	2.156	7
Turkish_2.8	3273569	SOV	ADN_	2	1	3	8.249	2.138	8
Turkish_2.8	4319208	SOV	ADN_	2	1	3	8.29	2.151	8
Turkish_2.8	4476913	SOV	ADN_	2	1	3	8.268	2.082	8
Turkish_2.8	5495486	SOV	ADN_	2	1	3	8.275	2.136	8
Turkish_2.8	7310563	SOV	ADN_	2	1	3	8.256	2.151	7
Turkish_2.8	84465	SOV	ADN_	2	1	3	8.275	2.132	8
Turkish_2.8	8691568	SOV	ADN_	2	1	3	8.245	2.169	8
Turkish_2.8	8902327	SOV	ADN_	2	1	3	8.252	2.12	8
Turkish_2.8	9657270	SOV	ADN_	2	1	3	8.248	2.152	8
Ukrainian_2.8	1460330	SVO	NDA_	2	3	1	8.667	2.304	8
Ukrainian_2.8	3051092	SVO	NDA_	2	3	1	8.662	2.373	8
Ukrainian_2.8	329292	SVO	NDA_	2	3	1	8.665	2.37	8
Ukrainian_2.8	3614024	SVO	NDA_	2	3	1	8.679	2.282	8
Ukrainian_2.8	4536462	SVO	NDA_	2	3	1	8.666	2.405	8
Ukrainian_2.8	5496010	SVO	NDA_	2	3	1	8.669	2.311	8
Ukrainian_2.8	586908	SVO	NDA_	2	3	1	8.666	2.29	8
Ukrainian_2.8	6317116	SVO	NDA_	2	3	1	8.662	2.373	8
Ukrainian_2.8	7181041	SOV	NDA_	2	3	1	8.66	2.841	4
Ukrainian_2.8	8528365	OSV	DNA_	3	2	1	8.67	2.532	6
Upper_Sorbian_2.8	1519388	SVO	NAD_	1	3	2	7.402	2.3	7
Upper_Sorbian_2.8	2944062	OSV	NDA_	2	3	1	7.374	2.399	6
Upper_Sorbian_2.8	3058218	SVO	AD_N	1	1	2	7.422	2.206	7
Upper_Sorbian_2.8	3199121	SVO	AD_N	1	1	2	7.415	2.257	7
Upper_Sorbian_2.8	383818	OSV	NDA_	2	3	1	7.367	2.483	7
Upper_Sorbian_2.8	392508	SVO	A_DN	1	2	1	7.423	3.239	7
Upper_Sorbian_2.8	5421121	OSV	DA_N	2	1	1	7.367	2.361	7
Upper_Sorbian_2.8	6114883	OSV	NDA_	2	3	1	7.374	2.405	6
Upper_Sorbian_2.8	7203106	OSV	NDA_	2	3	1	7.368	2.355	7
Upper_Sorbian_2.8	8333629	OSV	NDA_	2	3	1	7.391	2.561	7
Urdu_2.8	1491650	OSV	NAD_	1	3	2	6.012	3.357	6
Urdu_2.8	2482724	OSV	NAD_	1	3	2	5.959	2.827	8
Urdu_2.8	3797873	OSV	NAD_	1	3	2	5.98	2.94	6
Urdu_2.8	5194633	OSV	NAD_	1	3	2	5.958	2.841	8
Urdu_2.8	5344934	OSV	NAD_	1	3	2	5.983	2.93	6
Urdu_2.8	6509028	OSV	NAD_	1	3	2	5.959	2.827	8
Urdu_2.8	650937	SVO	NDA_	2	3	1	5.905	3.15	8
Urdu_2.8	688265	SVO	NAD_	1	3	2	5.975	2.688	8
Urdu_2.8	9821669	SVO	NDA_	2	3	1	5.852	2.712	8
Urdu_2.8	997303	SVO	NDA_	2	3	1	5.851	2.692	8
Uyghur_2.8	2083871	SOV	AND_	1	2	3	8.199	2.593	6
Uyghur_2.8	221648	SOV	DAN_	3	1	2	8.25	2.203	8
Uyghur_2.8	2928113	SOV	DAN_	3	1	2	8.167	2.435	7
Uyghur_2.8	4178956	SVO	DAN_	3	1	2	8.231	2.242	1
Uyghur_2.8	5681300	SOV	DAN_	3	1	2	8.188	2.349	7
Uyghur_2.8	6297856	SOV	DAN_	3	1	2	8.19	2.526	7
Uyghur_2.8	6876823	OSV	DNA_	3	2	1	8.253	2.259	7
Uyghur_2.8	9147103	SOV	DAN_	3	1	2	8.266	2.446	7
Vietnamese_2.8	1380115	SVO	NDA_	2	3	1	6.637	2.273	7
Vietnamese_2.8	2967839	SOV	NAD_	1	3	2	6.577	2.547	7
Vietnamese_2.8	3705715	SVO	NA_D	1	2	1	6.619	2.485	5
Vietnamese_2.8	4309581	SOV	NA_D	1	2	1	6.622	2.279	7
Vietnamese_2.8	5551634	OSV	DNA_	3	2	1	6.636	2.277	7
Vietnamese_2.8	728964	SVO	NAD_	1	3	2	6.637	2.139	7
Vietnamese_2.8	7627798	SOV	NA_D	1	2	1	6.618	2.32	7
Vietnamese_2.8	8600372	OSV	NA_D	1	2	1	6.638	2.494	7
Vietnamese_2.8	868229	SOV	DNA_	3	2	1	6.639	2.461	6
Vietnamese_2.8	9819703	SVO	NDA_	2	3	1	6.716	2.273	7
Welsh_2.8	442031	OSV	A_ND	2	1	1	6.202	2.063	8
Welsh_2.8	4774308	OSV	A_ND	2	1	1	6.199	1.967	8
Welsh_2.8	5356790	OSV	A_ND	2	1	1	6.199	2.115	8
Welsh_2.8	6821615	OSV	A_ND	2	1	1	6.195	1.964	8
Welsh_2.8	7040282	OSV	A_ND	2	1	1	6.202	2.063	8
Welsh_2.8	8726566	OSV	A_ND	2	1	1	6.229	2.522	8
Welsh_2.8	904601	OSV	A_ND	2	1	1	6.202	2.064	8
Welsh_2.8	998568	OSV	A_ND	2	1	1	6.194	1.971	8
Western_Armenian_2.8	1360787	OSV	AD_N	1	1	2	7.9	2.607	8
Western_Armenian_2.8	206700	OSV	A_DN	1	2	1	7.867	2.932	8
Western_Armenian_2.8	3577315	SVO	A_ND	2	1	1	7.938	2.773	5
Western_Armenian_2.8	4912982	SOV	AD_N	1	1	2	7.857	2.591	8
Western_Armenian_2.8	5100740	OSV	DA_N	2	1	1	7.858	2.637	8
Western_Armenian_2.8	5142651	OSV	AD_N	1	1	2	7.868	3.103	8
Western_Armenian_2.8	562413	OSV	AD_N	1	1	2	7.864	2.607	8
Western_Armenian_2.8	6339094	OSV	AN_D	1	1	2	7.929	2.927	5
Western_Armenian_2.8	8656816	OSV	A_DN	1	2	1	7.9	2.92	8
Western_Armenian_2.8	9870640	OSV	AD_N	1	1	2	7.879	2.571	8
Wolof_2.8	3611959	SVO	NAD_	1	3	2	5.872	2.485	8
Wolof_2.8	4312563	SVO	NDA_	2	3	1	5.891	2.461	8
Wolof_2.8	449889	SVO	NDA_	2	3	1	5.891	2.461	8
Wolof_2.8	4510142	SVO	NAD_	1	3	2	5.877	2.407	8
Wolof_2.8	5325676	SVO	NAD_	1	3	2	5.913	2.431	8
Wolof_2.8	5786466	SVO	NDA_	2	3	1	5.892	2.459	8
Wolof_2.8	6717737	SVO	NDA_	2	3	1	5.892	2.466	8
Wolof_2.8	9024894	SVO	NAD_	1	3	2	5.937	3.003	6
Wolof_2.8	9259778	SVO	NAD_	1	3	2	5.878	2.406	8
Wolof_2.8	9805917	SVO	NAD_	1	3	2	5.878	2.406	8
